,fecha,portero_l,defensas_l,centrocampistas_l,delanteros_l,alineacion_l,local,Resultado_l,gol_l,gol_v,Resultado_v,visitante,alineacion_v,portero_v,defensas_v,centrocampistas_v,delanteros_v,victorias_l,empates,victorias_v
331,2020-07-04,73.17,63.21,69.56,72.33,4-5-1,CELTA,E,1,1,E,REAL BETIS,4-2-3-1,71.67,66.75,69.08,64.58,26,22,31
332,2020-07-04,78.17,63.12,62.58,65.0,4-4-2,REAL VALLADOLID,G,1,0,P,DEPORTIVO ALAVES,4-2-3-1,72.83,56.71,65.33,68.33,23,8,18
333,2020-07-04,76.83,61.27,65.5,66.06,3-6-1,GRANADA,E,2,2,E,VALENCIA,4-4-2,79.0,63.67,72.75,70.33,17,9,37
334,2020-07-05,77.17,70.75,70.72,53.94,4-4-2,ATHLETIC,P,0,1,G,REAL MADRID,4-3-3,81.5,73.25,75.33,73.61,74,44,114
335,2020-07-05,72.67,59.96,69.83,70.0,4-4-2,ESPANYOL,P,0,1,G,LEGANES,5-4-1,72.02,62.1,61.53,65.85,7,0,4
336,2020-07-05,72.08,62.5,66.11,63.67,4-4-2,OSASUNA,E,0,0,E,GETAFE,4-4-2,77.0,65.72,64.83,58.75,12,11,12
337,2020-07-05,79.67,65.12,61.17,71.61,4-4-2,VILLARREAL,P,1,4,G,BARCELONA,4-4-2,86.33,68.78,67.42,78.28,9,10,26
338,2020-07-06,79.0,65.04,68.38,69.92,4-4-2,LEVANTE,E,1,1,E,R. SOCIEDAD,4-2-3-1,74.0,60.29,69.75,73.39,11,10,12
339,2020-07-06,78.17,68.04,68.83,70.28,4-3-3,SEVILLA,G,1,0,P,EIBAR,4-5-1,75.0,60.38,53.42,62.83,8,6,4
340,2020-07-07,73.83,59.42,71.94,70.06,4-4-2,VALENCIA,G,2,1,P,REAL VALLADOLID,4-2-3-1,78.17,61.67,62.25,67.67,45,27,25
341,2020-07-07,73.17,62.43,67.56,73.33,5-3-2,CELTA,E,1,1,E,ATLETICO,4-4-2,85.83,65.04,75.56,72.58,28,21,73
342,2020-07-08,68.33,67.77,69.06,65.33,4-2-3-1,REAL BETIS,G,3,0,P,OSASUNA,4-5-1,72.5,61.71,67.46,62.83,33,13,25
343,2020-07-08,77.0,64.47,64.28,65.08,4-5-1,GETAFE,P,1,3,G,VILLARREAL,4-2-3-1,79.67,65.38,61.17,70.94,10,8,20
344,2020-07-08,86.33,68.78,68.78,78.28,4-4-2,BARCELONA,G,1,0,P,ESPANYOL,5-3-2,72.67,60.1,66.06,70.17,123,48,46
345,2020-07-09,75.0,59.42,38.17,63.56,4-4-2,EIBAR,E,0,0,E,LEGANES,5-4-1,72.02,62.1,61.53,65.85,11,11,10
346,2020-07-09,68.17,61.39,63.5,64.17,4-2-3-1,MALLORCA,G,2,0,P,LEVANTE,4-4-2,79.0,64.38,69.75,70.83,16,16,16
347,2020-07-09,77.17,68.04,66.55,71.25,4-2-3-1,ATHLETIC,P,1,2,G,SEVILLA,4-3-3,73.0,70.42,70.33,70.83,70,31,69
348,2020-07-10,74.0,58.72,69.75,69.83,4-2-3-1,R. SOCIEDAD,P,2,3,G,GRANADA,5-4-1,76.83,62.23,65.5,64.39,24,10,21
349,2020-07-10,81.5,71.62,73.67,73.61,4-3-3,REAL MADRID,G,2,0,P,DEPORTIVO ALAVES,4-4-2,72.83,57.38,67.83,65.78,28,3,4
350,2020-07-11,72.08,60.79,67.5,61.0,4-4-2,OSASUNA,G,2,1,P,CELTA,5-3-2,66.0,61.37,69.56,72.25,27,9,33
351,2020-07-11,78.17,61.17,62.56,67.83,4-4-2,REAL VALLADOLID,P,0,1,G,BARCELONA,4-4-2,86.33,68.78,67.06,80.08,16,16,61
352,2020-07-11,85.83,68.67,75.56,72.58,4-4-2,ATLETICO,G,1,0,P,REAL BETIS,4-2-3-1,68.33,55.42,69.13,64.0,66,29,32
353,2020-07-12,72.67,58.96,70.5,68.83,4-4-2,ESPANYOL,P,0,2,G,EIBAR,4-2-3-1,75.0,61.54,53.42,60.33,6,5,6
354,2020-07-12,79.0,61.25,71.08,69.92,4-4-2,LEVANTE,P,1,2,G,ATHLETIC,4-2-3-1,77.17,65.21,69.01,46.58,8,5,16
355,2020-07-12,72.02,62.1,62.42,65.85,5-4-1,LEGANES,G,1,0,P,VALENCIA,4-4-2,73.83,62.44,72.42,70.06,0,3,6
356,2020-07-12,73.0,70.42,69.06,73.67,4-3-3,SEVILLA,G,2,0,P,MALLORCA,4-4-2,68.17,58.28,63.5,64.17,30,22,19
357,2020-07-13,72.83,55.96,65.92,65.78,4-4-2,DEPORTIVO ALAVES,E,0,0,E,GETAFE,4-4-2,77.0,64.12,64.28,61.72,6,5,4
358,2020-07-13,79.67,65.38,67.83,65.61,4-2-3-1,VILLARREAL,P,1,2,G,R. SOCIEDAD,4-2-3-1,74.0,61.33,69.75,68.94,17,14,10
359,2020-07-13,76.83,60.21,67.17,67.42,3-6-1,GRANADA,P,1,2,G,REAL MADRID,4-5-1,81.5,72.75,74.03,73.33,7,10,36
360,2020-07-16,71.5,62.71,65.94,67.42,4-2-3-1,EIBAR,G,3,1,P,REAL VALLADOLID,4-4-2,72.02,62.12,63.75,67.08,3,4,7
361,2020-07-16,77.17,66.25,69.01,46.58,4-2-3-1,ATHLETIC,P,0,2,G,LEGANES,3-6-1,72.02,57.39,60.17,63.5,3,3,1
362,2020-07-16,86.33,66.0,69.67,73.28,4-3-3,BARCELONA,P,1,2,G,OSASUNA,5-3-2,72.5,61.38,65.78,65.17,50,18,17
363,2020-07-16,79.0,63.56,69.51,72.22,4-2-3-1,VALENCIA,G,1,0,P,ESPANYOL,4-3-3,72.67,58.96,69.83,70.0,86,35,60
364,2020-07-16,68.33,63.73,70.61,65.33,4-2-3-1,REAL BETIS,P,1,2,G,DEPORTIVO ALAVES,4-4-2,72.83,52.54,67.83,63.56,15,9,9
365,2020-07-16,74.0,62.38,69.75,71.78,4-3-3,R. SOCIEDAD,E,0,0,E,SEVILLA,4-3-3,73.0,68.58,68.29,68.0,50,32,47
366,2020-07-16,66.0,63.21,69.08,72.25,4-3-3,CELTA,P,2,3,G,LEVANTE,4-4-2,72.02,64.75,71.04,65.42,15,7,5
367,2020-07-16,81.5,72.75,73.67,73.72,4-3-3,REAL MADRID,G,2,1,P,VILLARREAL,4-4-2,79.67,65.93,67.0,71.33,24,13,4
368,2020-07-16,77.0,65.0,64.28,59.25,4-4-2,GETAFE,P,0,2,G,ATLETICO,4-4-2,85.83,62.25,75.56,75.17,4,8,22
369,2020-07-16,68.17,61.39,63.5,64.17,4-4-2,MALLORCA,P,1,2,G,GRANADA,4-2-3-1,76.83,61.44,66.06,68.67,12,7,17
370,2020-07-19,72.83,56.83,68.42,65.78,4-4-2,DEPORTIVO ALAVES,P,0,5,G,BARCELONA,4-3-3,80.5,65.83,67.06,74.83,7,5,28
371,2020-07-19,75.33,60.97,61.17,72.33,4-3-3,VILLARREAL,G,4,0,P,EIBAR,4-4-2,71.5,61.3,15.83,60.33,9,5,11
372,2020-07-19,72.02,65.51,62.08,67.79,4-4-2,REAL VALLADOLID,G,2,0,P,REAL BETIS,4-2-3-1,68.33,54.83,73.06,68.67,25,24,35
373,2020-07-19,72.02,60.21,61.17,63.5,5-4-1,LEGANES,E,2,2,E,REAL MADRID,4-3-3,72.02,73.71,73.56,74.33,2,1,10
374,2020-07-19,73.0,70.42,69.83,70.28,4-3-3,SEVILLA,G,1,0,P,VALENCIA,4-4-2,73.83,61.25,72.61,70.54,71,34,88
375,2020-07-19,71.67,61.33,67.46,68.72,4-4-2,ESPANYOL,E,0,0,E,CELTA,4-3-3,66.0,62.96,67.25,72.25,57,32,43
376,2020-07-19,72.02,61.5,65.17,69.72,4-4-2,LEVANTE,G,1,0,P,GETAFE,4-4-2,77.0,68.79,64.28,65.0,12,15,11
377,2020-07-19,76.83,59.42,65.5,64.39,4-2-3-1,GRANADA,G,4,0,P,ATHLETIC,4-2-3-1,73.67,66.77,61.92,49.89,13,12,28
378,2020-07-19,72.67,63.17,68.5,63.89,4-4-2,OSASUNA,E,2,2,E,MALLORCA,4-4-2,72.02,61.49,64.58,56.0,21,21,21
379,2020-07-19,85.83,65.96,73.75,69.0,4-4-2,ATLETICO,E,1,1,E,R. SOCIEDAD,3-6-1,74.0,63.5,69.75,71.42,76,34,47
