,nombre,equipo,posicion,valor_en_M,ritmo,tiro,pase,regate,defensa,fisico,salto,estirada,parada,saque,colocacion,reflejo
426,M. GOMEZ,VALENCIA,DELANTERO,['13.97'],68.0,72.0,68.0,71.0,35.0,79.0,,,,,,
427,P. CUTRONE,VALENCIA,DELANTERO,['4.45'],73.0,62.0,56.0,71.0,35.0,71.0,,,,,,
428,D. CHERYSHEV,VALENCIA,DELANTERO,['2.04'],77.0,74.0,76.0,75.0,54.0,72.0,,,,,,
429,JASON,VALENCIA,DELANTERO,['1.77'],74.0,71.0,71.0,73.0,48.0,69.0,,,,,,
430,ALEX BLANCO,VALENCIA,DELANTERO,['0.87'],81.0,53.0,63.0,74.0,40.0,60.0,,,,,,
431,MANU VALLEJO,VALENCIA,DELANTERO,['1.73'],76.0,72.0,67.0,77.0,47.0,72.0,,,,,,
432,K. GAMEIRO,VALENCIA,DELANTERO,['2.04'],83.0,75.0,73.0,78.0,44.0,74.0,,,,,,
433,DANI CARDENAS,LEVANTE,PORTERO,['3.55'],,,,,,,67.0,72.0,63.0,71.0,66.0,71.0
434,AITOR FERNANDEZ,LEVANTE,PORTERO,['4.35'],,,,,,,80.0,82.0,78.0,70.0,81.0,83.0
435,PABLO CUNAT,LEVANTE,PORTERO,,,,,,,,73.5,77.0,70.5,70.5,73.5,77.0
436,R. VEZO,LEVANTE,DEFENSA,['5.10'],76.0,51.0,63.0,67.0,59.0,75.0,,,,,,
437,O. DUARTE,LEVANTE,DEFENSA,['5.84'],54.0,42.0,49.0,52.0,51.0,67.0,,,,,,
438,SON,LEVANTE,DEFENSA,['3.30'],84.0,50.0,64.0,75.0,58.0,71.0,,,,,,
439,MIRAMON,LEVANTE,DEFENSA,['2.23'],74.0,59.0,73.0,71.0,58.0,71.0,,,,,,
440,TONO GARCIA,LEVANTE,DEFENSA,['1.13'],85.0,61.0,74.0,78.0,72.0,72.0,,,,,,
441,C. CLERC,LEVANTE,DEFENSA,['5.64'],87.0,60.0,71.0,77.0,60.0,75.0,,,,,,
442,SERGIO POSTIGO,LEVANTE,DEFENSA,['1.89'],69.0,36.0,51.0,59.0,51.0,68.0,,,,,,
443,COKE,LEVANTE,DEFENSA,['0.40'],64.0,61.0,68.0,67.0,58.0,67.0,,,,,,
444,EUSE MONZO,LEVANTE,DEFENSA,,71.44444444444444,51.22222222222222,63.44444444444444,67.11111111111111,58.111111111111114,70.0,,,,,,
445,ROBER,LEVANTE,DEFENSA,['4.03'],50.0,41.0,58.0,58.0,56.0,64.0,,,,,,
446,MELERO,LEVANTE,CENTROCAMPISTA,['8.31'],63.0,66.0,69.0,65.0,69.0,66.0,,,,,,
447,E. BARDHI,LEVANTE,CENTROCAMPISTA,['23.95'],76.0,86.0,79.0,82.0,59.0,67.0,,,,,,
448,J. CAMPANA,LEVANTE,CENTROCAMPISTA,['4.46'],70.0,76.0,84.0,79.0,60.0,74.0,,,,,,
449,N. RADOJA,LEVANTE,CENTROCAMPISTA,['4.25'],58.0,58.0,69.0,69.0,59.0,71.0,,,,,,
450,N. VUKCEVIC,LEVANTE,CENTROCAMPISTA,['2.18'],57.0,61.0,68.0,65.0,60.0,74.0,,,,,,
451,M. MALSA,LEVANTE,CENTROCAMPISTA,['4.59'],75.0,56.0,68.0,74.0,61.0,75.0,,,,,,
452,C. DOUKOURE,LEVANTE,CENTROCAMPISTA,['1.62'],68.0,61.0,63.0,67.0,59.0,71.0,,,,,,
453,GIORGI,LEVANTE,CENTROCAMPISTA,,67.375,67.75,72.25,72.375,60.0,71.0,,,,,,
454,ALEX BLESA,LEVANTE,CENTROCAMPISTA,,67.375,67.75,72.25,72.375,60.0,71.0,,,,,,
455,R. ROCHINA,LEVANTE,CENTROCAMPISTA,['2.01'],72.0,78.0,78.0,78.0,53.0,70.0,,,,,,
456,MORALES,LEVANTE,DELANTERO,['2.61'],86.0,79.0,76.0,84.0,54.0,73.0,,,,,,
457,JORGE DE FRUTOS,LEVANTE,DELANTERO,['4.27'],82.0,65.0,72.0,80.0,39.0,66.0,,,,,,
458,ROGER,LEVANTE,DELANTERO,['6.45'],77.0,66.0,59.0,76.0,45.0,75.0,,,,,,
459,SERGIO LEON,LEVANTE,DELANTERO,['1.99'],79.0,73.0,55.0,78.0,45.0,75.0,,,,,,
460,DANI GOMEZ,LEVANTE,DELANTERO,,81.0,70.75,65.5,79.5,45.75,72.25,,,,,,
461,ALEX CANTERO,LEVANTE,DELANTERO,,81.0,70.75,65.5,79.5,45.75,72.25,,,,,,
462,E. SEVIKYAN,LEVANTE,DELANTERO,,81.0,70.75,65.5,79.5,45.75,72.25,,,,,,
463,DAVID SORIA,GETAFE,PORTERO,['11.83'],,,,,,,61.0,83.0,81.0,72.0,81.0,84.0
464,RUBEN YANEZ,GETAFE,PORTERO,['0.38'],,,,,,,59.0,67.0,66.0,62.0,66.0,70.0
465,M. CUCURELLA,GETAFE,DEFENSA,['26.71'],79.0,64.0,79.0,79.0,65.0,78.0,,,,,,
466,D. DJENE,GETAFE,DEFENSA,['12.13'],72.0,43.0,59.0,66.0,62.0,77.0,,,,,,
467,M. OLIVERA,GETAFE,DEFENSA,['29.20'],77.0,50.0,65.0,72.0,57.0,75.0,,,,,,
468,DAMIAN SUAREZ,GETAFE,DEFENSA,['4.27'],75.0,71.0,73.0,75.0,62.0,76.0,,,,,,
469,A. NYOM,GETAFE,DEFENSA,['1.14'],80.0,57.0,74.0,70.0,57.0,73.0,,,,,,
470,JUAN IGLESIAS,GETAFE,DEFENSA,,65.77777777777777,49.22222222222222,58.888888888888886,63.888888888888886,56.0,71.22222222222223,,,,,,
471,ETXEITA,GETAFE,DEFENSA,['0.37'],42.0,41.0,45.0,53.0,51.0,72.0,,,,,,
472,SOFIAN CHAKLA,GETAFE,DEFENSA,,65.77777777777777,49.22222222222222,58.888888888888886,63.888888888888886,56.0,71.22222222222223,,,,,,
473,CHEMA RODRIGUEZ,GETAFE,DEFENSA,['1.05'],63.0,54.0,54.0,63.0,51.0,68.0,,,,,,
474,E. CABACO,GETAFE,DEFENSA,['2.04'],58.0,37.0,47.0,57.0,51.0,70.0,,,,,,
475,R. NOLAN,GETAFE,DEFENSA,,65.77777777777777,49.22222222222222,58.888888888888886,63.888888888888886,56.0,71.22222222222223,,,,,,
476,KOFFI,GETAFE,DEFENSA,,65.77777777777777,49.22222222222222,58.888888888888886,63.888888888888886,56.0,71.22222222222223,,,,,,
477,CHINCHU,GETAFE,DEFENSA,,65.77777777777777,49.22222222222222,58.888888888888886,63.888888888888886,56.0,71.22222222222223,,,,,,
478,DAVID ALBA,GETAFE,DEFENSA,['0.23'],46.0,26.0,34.0,40.0,48.0,52.0,,,,,,
479,N. MAKSIMOVIC,GETAFE,CENTROCAMPISTA,['22.51'],59.0,65.0,72.0,66.0,60.0,75.0,,,,,,
480,M. ARAMBARRI,GETAFE,CENTROCAMPISTA,['12.30'],52.0,63.0,70.0,65.0,62.0,69.0,,,,,,
481,C. ALENA,GETAFE,CENTROCAMPISTA,['12.18'],72.0,62.0,72.0,74.0,54.0,67.0,,,,,,
482,A. PALAVERSA,GETAFE,CENTROCAMPISTA,['10.45'],63.0,64.0,65.0,65.0,56.0,66.0,,,,,,
483,TIMOR,GETAFE,CENTROCAMPISTA,['1.29'],49.0,74.0,72.0,60.0,55.0,69.0,,,,,,
484,SABIT,GETAFE,CENTROCAMPISTA,,59.0,65.6,70.2,66.0,57.4,69.2,,,,,,
485,E. UNAL,GETAFE,DELANTERO,['18.45'],69.0,72.0,62.0,74.0,39.0,76.0,,,,,,
486,T. KUBO,GETAFE,DELANTERO,['21.53'],83.0,65.0,66.0,86.0,45.0,67.0,,,,,,
487,CUCHO,GETAFE,DELANTERO,['10.07'],84.0,67.0,63.0,76.0,44.0,73.0,,,,,,
488,J. MATA,GETAFE,DELANTERO,['2.19'],69.0,65.0,60.0,72.0,35.0,74.0,,,,,,
489,V. MOLLEJO,GETAFE,DELANTERO,['4.15'],77.0,56.0,66.0,73.0,46.0,68.0,,,,,,
490,ANGEL,GETAFE,DELANTERO,['1.15'],73.0,70.0,60.0,76.0,39.0,71.0,,,,,,
491,A. DIABY,GETAFE,DELANTERO,['3.14'],88.0,65.0,66.0,79.0,44.0,72.0,,,,,,
492,F. PORTILLO,GETAFE,DELANTERO,['2.03'],14.0,15.0,8.0,16.0,11.0,67.0,,,,,,
493,JOSETE MIRANDA,GETAFE,DELANTERO,,68.88888888888889,58.666666666666664,55.55555555555556,68.0,37.44444444444444,69.44444444444444,,,,,,
494,DARIO POVEDA,GETAFE,DELANTERO,['0.88'],63.0,53.0,49.0,60.0,34.0,57.0,,,,,,
495,MAMOR,GETAFE,DELANTERO,,68.88888888888889,58.666666666666664,55.55555555555556,68.0,37.44444444444444,69.44444444444444,,,,,,
496,J. PATRICK,GETAFE,DELANTERO,,68.88888888888889,58.666666666666664,55.55555555555556,68.0,37.44444444444444,69.44444444444444,,,,,,
497,F. PACHECO,DEPORTIVO ALAVES,PORTERO,['7.73'],,,,,,,73.0,81.0,79.0,71.0,83.0,84.0
498,ANTONIO SIVERA,DEPORTIVO ALAVES,PORTERO,['1.43'],,,,,,,69.0,72.0,70.0,68.0,73.0,72.0
499,ARITZ CASTRO,DEPORTIVO ALAVES,PORTERO,['0.08'],,,,,,,57.0,59.0,60.0,62.0,68.0,65.0
500,F. LEJEUNE,DEPORTIVO ALAVES,DEFENSA,['6.32'],48.0,54.0,58.0,59.0,56.0,69.0,,,,,,
501,R. DUARTE,DEPORTIVO ALAVES,DEFENSA,['5.01'],68.0,48.0,63.0,68.0,59.0,67.0,,,,,,
502,LAGUARDIA,DEPORTIVO ALAVES,DEFENSA,['3.02'],51.0,38.0,52.0,49.0,56.0,69.0,,,,,,
503,RODRIGO ELY,DEPORTIVO ALAVES,DEFENSA,['2.02'],54.0,29.0,39.0,53.0,47.0,69.0,,,,,,
504,A. ABQAR,DEPORTIVO ALAVES,DEFENSA,['1.24'],51.0,32.0,40.0,47.0,43.0,59.0,,,,,,
505,M. AGUIRREGABIRIA,DEPORTIVO ALAVES,DEFENSA,['4.98'],68.0,38.0,59.0,70.0,59.0,67.0,,,,,,
506,JAVI LOPEZ,DEPORTIVO ALAVES,DEFENSA,,61.333333333333336,41.111111111111114,53.22222222222222,59.77777777777778,53.77777777777778,66.77777777777777,,,,,,
507,TACHI,DEPORTIVO ALAVES,DEFENSA,['0.90'],58.0,31.0,41.0,47.0,48.0,54.0,,,,,,
508,ENEKO ORTIZ,DEPORTIVO ALAVES,DEFENSA,,61.333333333333336,41.111111111111114,53.22222222222222,59.77777777777778,53.77777777777778,66.77777777777777,,,,,,
509,HUGO PEREZ,DEPORTIVO ALAVES,DEFENSA,,61.333333333333336,41.111111111111114,53.22222222222222,59.77777777777778,53.77777777777778,66.77777777777777,,,,,,
510,ROBERT VALLRIBERA,DEPORTIVO ALAVES,DEFENSA,,61.333333333333336,41.111111111111114,53.22222222222222,59.77777777777778,53.77777777777778,66.77777777777777,,,,,,
511,XIMO NAVARRO,DEPORTIVO ALAVES,DEFENSA,['3.60'],75.0,51.0,65.0,70.0,58.0,76.0,,,,,,
512,T. TAVARES,DEPORTIVO ALAVES,DEFENSA,['10.88'],79.0,49.0,62.0,75.0,58.0,71.0,,,,,,
513,KELLER,DEPORTIVO ALAVES,DEFENSA,,61.333333333333336,41.111111111111114,53.22222222222222,59.77777777777778,53.77777777777778,66.77777777777777,,,,,,
514,T. PINA,DEPORTIVO ALAVES,CENTROCAMPISTA,['2.01'],48.0,65.0,71.0,67.0,57.0,69.0,,,,,,
515,R. BATTAGLIA,DEPORTIVO ALAVES,CENTROCAMPISTA,['3.79'],65.0,62.0,63.0,69.0,62.0,72.0,,,,,,
516,PERE PONS,DEPORTIVO ALAVES,CENTROCAMPISTA,['3.84'],65.0,56.0,69.0,71.0,60.0,70.0,,,,,,
517,MANU GARCIA,DEPORTIVO ALAVES,CENTROCAMPISTA,['0.08'],42.0,60.0,71.0,58.0,61.0,71.0,,,,,,
518,SERGI GARCIA,DEPORTIVO ALAVES,CENTROCAMPISTA,,55.0,60.75,68.5,66.25,60.0,70.5,,,,,,
519,PEPE BLANCO,DEPORTIVO ALAVES,CENTROCAMPISTA,,55.0,60.75,68.5,66.25,60.0,70.5,,,,,,
520,ABDALLAHI,DEPORTIVO ALAVES,CENTROCAMPISTA,,55.0,60.75,68.5,66.25,60.0,70.5,,,,,,
521,JOSELU,DEPORTIVO ALAVES,DELANTERO,['7.27'],56.0,72.0,66.0,67.0,32.0,71.0,,,,,,
522,LUCAS PEREZ,DEPORTIVO ALAVES,DELANTERO,['1.99'],79.0,80.0,76.0,77.0,40.0,71.0,,,,,,
523,LUIS RIOJA,DEPORTIVO ALAVES,DELANTERO,,71.88888888888889,66.77777777777777,67.11111111111111,72.66666666666667,39.666666666666664,67.66666666666667,,,,,,
524,I. CORDOBA,DEPORTIVO ALAVES,DELANTERO,['7.35'],82.0,64.0,69.0,80.0,50.0,67.0,,,,,,
525,DEYVERSON,DEPORTIVO ALAVES,DELANTERO,['2.31'],76.0,66.0,54.0,72.0,43.0,77.0,,,,,,
526,EDGAR MENDEZ,DEPORTIVO ALAVES,DELANTERO,['3.65'],76.0,65.0,71.0,72.0,42.0,71.0,,,,,,
527,BORJA SAINZ,DEPORTIVO ALAVES,DELANTERO,['4.28'],76.0,48.0,60.0,71.0,41.0,56.0,,,,,,
528,J. GUIDETTI,DEPORTIVO ALAVES,DELANTERO,['1.79'],60.0,75.0,65.0,67.0,37.0,68.0,,,,,,
529,F. PELLISTRI,DEPORTIVO ALAVES,DELANTERO,,71.88888888888889,66.77777777777777,67.11111111111111,72.66666666666667,39.666666666666664,67.66666666666667,,,,,,
530,BURGUI,DEPORTIVO ALAVES,DELANTERO,['0.92'],73.0,67.0,71.0,74.0,37.0,65.0,,,,,,
531,JOTA,DEPORTIVO ALAVES,DELANTERO,,69.0,64.0,72.0,74.0,35.0,63.0,,,,,,
532,EDGAR BADIA,ELCHE CF,PORTERO,['5.74'],,,,,,,57.0,76.0,71.0,76.0,78.0,81.0
533,RUSO RODRIGUEZ,ELCHE CF,PORTERO,,,,,,,,66.0,72.0,69.33333333333333,74.0,71.0,74.33333333333333
534,P. GAZZANIGA,ELCHE CF,PORTERO,['1.70'],,,,,,,76.0,79.0,75.0,85.0,76.0,79.0
535,L. CASTILLO,ELCHE CF,PORTERO,['0.20'],,,,,,,65.0,61.0,62.0,61.0,59.0,63.0
536,LLUIS ANDREU,ELCHE CF,PORTERO,,,,,,,,66.0,72.0,69.33333333333333,74.0,71.0,74.33333333333333
537,J. MOJICA,ELCHE CF,DEFENSA,['10.16'],90.0,64.0,71.0,77.0,57.0,71.0,,,,,,
538,DANI CALVO,ELCHE CF,DEFENSA,['3.08'],52.0,45.0,53.0,52.0,50.0,71.0,,,,,,
539,H. PALACIOS,ELCHE CF,DEFENSA,['6.65'],84.0,41.0,57.0,69.0,55.0,75.0,,,,,,
540,GONZALO VERDU,ELCHE CF,DEFENSA,['3.29'],62.0,54.0,53.0,58.0,51.0,72.0,,,,,,
541,J. SALINAS,ELCHE CF,DEFENSA,,62.888888888888886,44.111111111111114,52.0,57.44444444444444,45.22222222222222,70.0,,,,,,
542,A. BARRAGAN,ELCHE CF,DEFENSA,['0.89'],6.0,8.0,11.0,8.0,10.0,70.0,,,,,,
543,CIFUENTES,ELCHE CF,DEFENSA,['0.92'],62.0,51.0,46.0,60.0,26.0,63.0,,,,,,
544,Y. KONE,ELCHE CF,DEFENSA,['1.77'],77.0,49.0,63.0,73.0,58.0,69.0,,,,,,
545,JOSEMA,ELCHE CF,DEFENSA,['1.32'],64.0,45.0,54.0,56.0,51.0,68.0,,,,,,
546,JOHN CHETAUYA,ELCHE CF,DEFENSA,,62.888888888888886,44.111111111111114,52.0,57.44444444444444,45.22222222222222,70.0,,,,,,
547,GERARD BARRI,ELCHE CF,DEFENSA,,62.888888888888886,44.111111111111114,52.0,57.44444444444444,45.22222222222222,70.0,,,,,,
548,DIEGO GONZALEZ,ELCHE CF,DEFENSA,['4.63'],69.0,40.0,60.0,64.0,49.0,71.0,,,,,,
549,RAUL GUTI,ELCHE CF,CENTROCAMPISTA,['6.62'],61.0,34.0,39.0,41.0,58.0,55.0,,,,,,
550,NUKE MFULU,ELCHE CF,CENTROCAMPISTA,['1.60'],62.0,49.0,60.0,63.0,57.0,71.0,,,,,,
551,I. MARCONE,ELCHE CF,CENTROCAMPISTA,['3.35'],48.0,62.0,69.0,65.0,59.0,70.0,,,,,,
552,LUISMI SANCHEZ,ELCHE CF,CENTROCAMPISTA,['1.12'],61.0,36.0,53.0,60.0,64.0,70.0,,,,,,
553,VICTOR RODRIGUEZ,ELCHE CF,CENTROCAMPISTA,['0.69'],72.0,69.0,70.0,74.0,46.0,59.0,,,,,,
554,CESAR MORENO,ELCHE CF,CENTROCAMPISTA,['0.41'],63.0,54.0,60.0,62.0,44.0,58.0,,,,,,
555,JONY ALAMO,ELCHE CF,CENTROCAMPISTA,,61.166666666666664,50.666666666666664,58.5,60.833333333333336,54.666666666666664,63.833333333333336,,,,,,
556,PERE MILLA,ELCHE CF,DELANTERO,['5.40'],77.0,66.0,66.0,78.0,38.0,68.0,,,,,,
557,L. BOYE,ELCHE CF,DELANTERO,['7.29'],75.0,60.0,64.0,78.0,43.0,71.0,,,,,,
558,FIDEL,ELCHE CF,DELANTERO,['4.00'],75.0,67.0,71.0,74.0,47.0,72.0,,,,,,
559,E. RIGONI,ELCHE CF,DELANTERO,['6.14'],78.0,75.0,73.0,77.0,45.0,66.0,,,,,,
560,TETE MORENTE,ELCHE CF,DELANTERO,['5.33'],82.0,71.0,69.0,78.0,38.0,70.0,,,,,,
561,G. CARRILLO,ELCHE CF,DELANTERO,['2.76'],54.0,61.0,52.0,64.0,38.0,72.0,,,,,,
562,P. PIATTI,ELCHE CF,DELANTERO,['1.71'],82.0,72.0,75.0,80.0,48.0,69.0,,,,,,
563,JOSAN,ELCHE CF,DELANTERO,['2.29'],82.0,56.0,55.0,73.0,41.0,61.0,,,,,,
564,DIEGO BRI,ELCHE CF,DELANTERO,,74.0,65.77777777777777,65.0,74.22222222222223,43.666666666666664,69.22222222222223,,,,,,
565,SEKU,ELCHE CF,DELANTERO,,74.0,65.77777777777777,65.0,74.22222222222223,43.666666666666664,69.22222222222223,,,,,,
566,NINO,ELCHE CF,DELANTERO,,61.0,64.0,60.0,66.0,55.0,74.0,,,,,,
567,ANDRES FERNANDEZ,HUESCA,PORTERO,['0.53'],,,,,,,77.0,79.0,75.0,68.0,76.0,77.0
568,ALVARO FERNANDEZ,HUESCA,PORTERO,['6.27'],,,,,,,65.0,77.0,68.0,67.0,72.0,74.0
569,A. VALERA,HUESCA,PORTERO,['0.15'],,,,,,,50.0,63.0,60.0,58.0,66.0,61.0
570,J. GASCA,HUESCA,PORTERO,,,,,,,,64.0,73.0,67.66666666666667,64.33333333333333,71.33333333333333,70.66666666666667
571,JAVI GALAN,HUESCA,DEFENSA,['10.80'],79.0,61.0,70.0,75.0,57.0,71.0,,,,,,
572,P. MAFFEO,HUESCA,DEFENSA,['11.13'],86.0,47.0,69.0,78.0,61.0,69.0,,,,,,
573,S. GOMEZ,HUESCA,DEFENSA,['20.05'],71.0,68.0,69.0,75.0,42.0,56.0,,,,,,
574,JORGE PULIDO,HUESCA,DEFENSA,['2.44'],51.0,42.0,50.0,53.0,52.0,70.0,,,,,,
575,D. VAVRO,HUESCA,DEFENSA,['6.99'],65.0,44.0,47.0,57.0,53.0,66.0,,,,,,
576,D. SIOVAS,HUESCA,DEFENSA,['4.30'],33.0,48.0,56.0,49.0,52.0,67.0,,,,,,
577,PABLO INSUA,HUESCA,DEFENSA,['1.71'],53.0,34.0,53.0,53.0,54.0,62.0,,,,,,
578,G. SILVA,HUESCA,DEFENSA,['3.10'],70.0,62.0,69.0,69.0,57.0,70.0,,,,,,
579,PEDRO LOPEZ,HUESCA,DEFENSA,,65.0,63.0,68.0,68.0,58.0,65.0,,,,,,
580,LUISINHO,HUESCA,DEFENSA,['0.02'],68.0,57.0,69.0,68.0,61.0,56.0,,,,,,
581,MIKEL RICO,HUESCA,CENTROCAMPISTA,['0.02'],40.0,63.0,65.0,63.0,61.0,75.0,,,,,,
582,J. SEOANE,HUESCA,CENTROCAMPISTA,['5.11'],71.0,62.0,68.0,71.0,55.0,69.0,,,,,,
583,PEDRO MOSQUERA,HUESCA,CENTROCAMPISTA,['0.50'],48.0,65.0,72.0,67.0,57.0,71.0,,,,,,
584,JUAN CARLOS,HUESCA,CENTROCAMPISTA,['0.76'],66.0,63.0,72.0,73.0,50.0,66.0,,,,,,
585,BORJA GARCIA,HUESCA,CENTROCAMPISTA,['2.27'],76.0,65.0,73.0,75.0,57.0,70.0,,,,,,
586,EUGENI,HUESCA,CENTROCAMPISTA,['1.24'],66.0,71.0,73.0,71.0,49.0,66.0,,,,,,
587,DAVID FERREIRO,HUESCA,CENTROCAMPISTA,['0.71'],86.0,67.0,72.0,81.0,40.0,61.0,,,,,,
588,I. DOUMBIA,HUESCA,CENTROCAMPISTA,['1.79'],68.0,51.0,69.0,69.0,58.0,75.0,,,,,,
589,RAFA MIR,HUESCA,DELANTERO,['12.55'],75.0,67.0,60.0,69.0,42.0,72.0,,,,,,
590,S. OKAZAKI,HUESCA,DELANTERO,['0.12'],62.0,64.0,66.0,72.0,49.0,73.0,,,,,,
591,SANDRO RAMIREZ,HUESCA,DELANTERO,['4.08'],67.0,78.0,66.0,75.0,39.0,68.0,,,,,,
592,D. ESCRICHE,HUESCA,DELANTERO,['2.47'],70.0,56.0,48.0,66.0,32.0,65.0,,,,,,
593,KEVIN CARLOS,HUESCA,DELANTERO,['1.00'],55.0,47.0,45.0,57.0,31.0,62.0,,,,,,
594,JAVI ONTIVEROS,HUESCA,DELANTERO,['1.46'],79.0,76.0,73.0,78.0,42.0,61.0,,,,,,
595,JORDI MASIP,REAL VALLADOLID,PORTERO,['2.66'],,,,,,,85.0,78.0,77.0,74.0,77.0,78.0
596,ROBERTO,REAL VALLADOLID,PORTERO,['0.19'],,,,,,,72.0,75.0,68.0,74.0,71.0,77.0
597,G. CAMPOS,REAL VALLADOLID,PORTERO,['0.40'],,,,,,,53.0,63.0,60.0,65.0,57.0,65.0
598,JOAQUIN FERNANDEZ,REAL VALLADOLID,DEFENSA,['4.96'],65.0,48.0,60.0,63.0,53.0,71.0,,,,,,
599,JAVI SANCHEZ,REAL VALLADOLID,DEFENSA,,66.5,51.9,58.3,62.9,53.9,68.5,,,,,,
600,NACHO MARTINEZ,REAL VALLADOLID,DEFENSA,['1.63'],77.0,67.0,66.0,73.0,60.0,75.0,,,,,,
601,LUIS PEREZ,REAL VALLADOLID,DEFENSA,['4.32'],82.0,45.0,58.0,72.0,58.0,74.0,,,,,,
602,J. EL YAMIQ,REAL VALLADOLID,DEFENSA,,66.5,51.9,58.3,62.9,53.9,68.5,,,,,,
603,MIGUEL RUBIO,REAL VALLADOLID,DEFENSA,['2.20'],47.0,28.0,34.0,43.0,40.0,55.0,,,,,,
604,L. OLAZA,REAL VALLADOLID,DEFENSA,['6.33'],77.0,75.0,73.0,74.0,64.0,69.0,,,,,,
605,KIKO OLIVAS,REAL VALLADOLID,DEFENSA,['0.79'],51.0,43.0,56.0,56.0,53.0,73.0,,,,,,
606,S. LOPEZ,REAL VALLADOLID,DEFENSA,['4.94'],76.0,54.0,62.0,70.0,51.0,61.0,,,,,,
607,BRUNO,REAL VALLADOLID,DEFENSA,['1.48'],34.0,37.0,44.0,37.0,47.0,61.0,,,,,,
608,I. VILARRASA,REAL VALLADOLID,DEFENSA,,66.5,51.9,58.3,62.9,53.9,68.5,,,,,,
609,RAUL CARNERO,REAL VALLADOLID,DEFENSA,['0.62'],66.0,70.0,71.0,67.0,59.0,75.0,,,,,,
610,S. JANKO,REAL VALLADOLID,DEFENSA,['2.09'],90.0,52.0,59.0,74.0,54.0,71.0,,,,,,
611,LUCAS FREITAS,REAL VALLADOLID,DEFENSA,,66.5,51.9,58.3,62.9,53.9,68.5,,,,,,
612,ROQUE MESA,REAL VALLADOLID,CENTROCAMPISTA,['2.58'],66.0,63.0,76.0,72.0,63.0,73.0,,,,,,
613,RUBEN ALCARAZ,REAL VALLADOLID,CENTROCAMPISTA,['4.35'],57.0,69.0,68.0,58.0,63.0,64.0,,,,,,
614,F. SAN EMETERIO,REAL VALLADOLID,CENTROCAMPISTA,['5.57'],63.0,57.0,61.0,60.0,61.0,70.0,,,,,,
615,KIKE PEREZ,REAL VALLADOLID,CENTROCAMPISTA,['3.31'],62.0,59.0,67.0,69.0,53.0,65.0,,,,,,
616,ORIOL REY,REAL VALLADOLID,CENTROCAMPISTA,,59.2,63.6,70.0,65.0,57.2,66.0,,,,,,
617,MICHEL,REAL VALLADOLID,CENTROCAMPISTA,['0.33'],48.0,70.0,78.0,66.0,46.0,58.0,,,,,,
618,FRAN ALVAREZ,REAL VALLADOLID,CENTROCAMPISTA,,59.2,63.6,70.0,65.0,57.2,66.0,,,,,,
619,MOHA MOUKHLISS,REAL VALLADOLID,CENTROCAMPISTA,,59.2,63.6,70.0,65.0,57.2,66.0,,,,,,
620,S. WEISSMAN,REAL VALLADOLID,DELANTERO,['11.47'],76.0,67.0,64.0,71.0,39.0,69.0,,,,,,
621,JOTA,REAL VALLADOLID,DELANTERO,['16.24'],83.0,69.0,65.0,81.0,40.0,67.0,,,,,,
622,OSCAR PLANO,REAL VALLADOLID,DELANTERO,['4.53'],84.0,69.0,74.0,78.0,52.0,71.0,,,,,,
623,K. KODRO,REAL VALLADOLID,DELANTERO,['3.73'],55.0,57.0,56.0,60.0,39.0,66.0,,,,,,
624,TONI VILLA,REAL VALLADOLID,DELANTERO,['3.77'],77.0,62.0,75.0,80.0,52.0,62.0,,,,,,
625,SERGI GUARDIOLA,REAL VALLADOLID,DELANTERO,['4.83'],73.0,67.0,61.0,75.0,36.0,74.0,,,,,,
626,F. ORELLANA,REAL VALLADOLID,DELANTERO,['0.32'],74.0,73.0,78.0,79.0,41.0,62.0,,,,,,
627,MARCOS ANDRE,REAL VALLADOLID,DELANTERO,['5.33'],75.0,64.0,57.0,74.0,41.0,70.0,,,,,,
628,WALDO,REAL VALLADOLID,DELANTERO,['0.72'],87.0,73.0,66.0,81.0,41.0,72.0,,,,,,
629,PABLO HERVIAS,REAL VALLADOLID,DELANTERO,['1.11'],79.0,70.0,70.0,78.0,54.0,66.0,,,,,,
630,SERGIO BENITO,REAL VALLADOLID,DELANTERO,['0.69'],71.0,56.0,49.0,65.0,31.0,57.0,,,,,,
631,KUKI ZALAZAR,REAL VALLADOLID,DELANTERO,['0.75'],60.0,69.0,68.0,71.0,33.0,52.0,,,,,,
632,M. DMITROVIC,EIBAR,PORTERO,['9.37'],,,,,,,50.0,78.0,80.0,79.0,81.0,82.0
633,YOEL,EIBAR,PORTERO,['0.48'],,,,,,,65.0,74.0,72.0,73.0,71.0,74.0
634,JONMI,EIBAR,PORTERO,,,,,,,,57.5,76.0,76.0,76.0,76.0,78.0
635,P. OLIVEIRA,EIBAR,DEFENSA,['8.56'],61.0,38.0,48.0,59.0,51.0,71.0,,,,,,
636,RAFA SOARES,EIBAR,DEFENSA,['7.12'],74.0,70.0,70.0,72.0,59.0,68.0,,,,,,
637,A. ARBILLA,EIBAR,DEFENSA,['0.74'],56.0,74.0,72.0,61.0,59.0,71.0,,,,,,
638,ALEJANDRO POZO,EIBAR,DEFENSA,['9.43'],74.0,63.0,66.0,77.0,58.0,64.0,,,,,,
639,COTE,EIBAR,DEFENSA,['1.80'],67.0,63.0,74.0,70.0,61.0,69.0,,,,,,
